Generation,Ranking,BOBs,Time for Generation,Time since Initiation
159,"[(0, 22), (1, 25), (2, 25), (30, 25), (61, 25), (3, 26), (4, 26), (5, 26), (7, 26), (8, 26), (9, 26), (10, 26), (11, 26), (12, 26), (13, 26), (14, 26), (15, 26), (16, 26), (17, 26), (18, 26), (19, 26), (21, 26), (22, 26), (23, 26), (24, 26), (25, 26), (27, 26), (28, 26), (29, 26), (31, 26), (32, 26), (33, 26), (34, 26), (35, 26), (36, 26), (37, 26), (38, 26), (40, 26), (41, 26), (42, 26), (44, 26), (45, 26), (46, 26), (47, 26), (48, 26), (49, 26), (51, 26), (52, 26), (53, 26), (55, 26), (56, 26), (58, 26), (60, 26), (63, 26), (64, 26), (65, 26), (66, 26), (68, 26), (69, 26), (70, 26), (71, 26), (72, 26), (73, 26), (74, 26), (75, 26), (76, 26), (78, 26), (79, 26), (80, 26), (81, 26), (82, 26), (84, 26), (85, 26), (86, 26), (87, 26), (89, 26), (91, 26), (92, 26), (93, 26), (94, 26), (95, 26), (96, 26), (98, 26), (99, 26), (50, 27), (54, 27), (90, 27), (97, 27), (6, 28), (43, 28), (59, 28), (67, 28), (57, 29), (26, 30), (83, 30), (88, 30), (20, 31), (39, 32), (77, 33), (62, 34)]","[0, 1, 2, 30, 61, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",2.086390256881714,314.56283354759216
160,"[(0, 22), (1, 25), (2, 25), (4, 25), (44, 25), (71, 25), (78, 25), (91, 25), (5, 26), (6, 26), (9, 26), (10, 26), (11, 26), (12, 26), (13, 26), (14, 26), (15, 26), (16, 26), (17, 26), (18, 26), (19, 26), (20, 26), (21, 26), (22, 26), (23, 26), (24, 26), (27, 26), (28, 26), (29, 26), (31, 26), (33, 26), (34, 26), (35, 26), (36, 26), (37, 26), (38, 26), (39, 26), (41, 26), (43, 26), (45, 26), (46, 26), (48, 26), (50, 26), (51, 26), (52, 26), (53, 26), (54, 26), (55, 26), (56, 26), (57, 26), (59, 26), (60, 26), (62, 26), (63, 26), (64, 26), (65, 26), (67, 26), (69, 26), (72, 26), (73, 26), (74, 26), (76, 26), (77, 26), (80, 26), (84, 26), (85, 26), (86, 26), (87, 26), (88, 26), (90, 26), (93, 26), (95, 26), (96, 26), (97, 26), (99, 26), (83, 27), (26, 28), (42, 28), (58, 28), (68, 28), (89, 28), (92, 28), (98, 28), (8, 29), (25, 29), (32, 29), (40, 29), (47, 29), (61, 29), (79, 29), (81, 29), (82, 29), (30, 30), (49, 30), (75, 30), (3, 31), (66, 31), (94, 31), (7, 33), (70, 33)]","[0, 1, 2, 4, 44, 71, 78, 91, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",1.939833641052246,316.50366473197937
161,"[(0, 22), (1, 25), (2, 25), (4, 25), (5, 25), (6, 25), (7, 25), (20, 25), (28, 25), (32, 25), (44, 25), (45, 25), (53, 25), (57, 25), (58, 25), (70, 25), (76, 25), (87, 25), (9, 26), (10, 26), (11, 26), (12, 26), (13, 26), (14, 26), (15, 26), (16, 26), (17, 26), (18, 26), (21, 26), (22, 26), (23, 26), (25, 26), (26, 26), (27, 26), (29, 26), (33, 26), (34, 26), (35, 26), (36, 26), (37, 26), (38, 26), (39, 26), (40, 26), (43, 26), (46, 26), (47, 26), (49, 26), (50, 26), (51, 26), (52, 26), (54, 26), (55, 26), (56, 26), (59, 26), (60, 26), (61, 26), (62, 26), (63, 26), (64, 26), (65, 26), (66, 26), (67, 26), (68, 26), (71, 26), (72, 26), (73, 26), (78, 26), (80, 26), (83, 26), (88, 26), (89, 26), (91, 26), (92, 26), (93, 26), (94, 26), (95, 26), (96, 26), (97, 26), (98, 26), (99, 26), (48, 27), (77, 27), (79, 27), (82, 27), (24, 28), (31, 28), (84, 28), (85, 28), (8, 29), (19, 29), (41, 29), (42, 29), (74, 30), (81, 30), (86, 30), (69, 31), (75, 31), (3, 33), (30, 33), (90, 37)]","[0, 1, 2, 4, 5, 6, 7, 20, 28, 32, 44, 45, 53, 57, 58, 70, 76, 87, 9, 10]",1.9478139877319336,318.45245337486267
162,"[(0, 22), (2, 25), (6, 25), (7, 25), (8, 25), (9, 25), (10, 25), (11, 25), (13, 25), (14, 25), (15, 25), (16, 25), (17, 25), (20, 25), (21, 25), (23, 25), (25, 25), (27, 25), (28, 25), (29, 25), (30, 25), (31, 25), (32, 25), (35, 25), (36, 25), (37, 25), (38, 25), (39, 25), (40, 25), (42, 25), (43, 25), (45, 25), (46, 25), (47, 25), (48, 25), (49, 25), (50, 25), (53, 25), (54, 25), (55, 25), (57, 25), (58, 25), (60, 25), (61, 25), (65, 25), (68, 25), (69, 25), (70, 25), (71, 25), (74, 25), (75, 25), (77, 25), (78, 25), (79, 25), (80, 25), (82, 25), (83, 25), (85, 25), (86, 25), (87, 25), (88, 25), (90, 25), (91, 25), (93, 25), (94, 25), (97, 25), (98, 25), (99, 25), (18, 26), (19, 26), (22, 26), (24, 26), (26, 26), (33, 26), (34, 26), (41, 26), (51, 26), (63, 26), (64, 26), (67, 26), (73, 26), (76, 26), (81, 26), (89, 26), (92, 26), (95, 26), (3, 27), (4, 27), (56, 27), (1, 28), (5, 28), (44, 28), (66, 28), (12, 29), (62, 29), (72, 29), (84, 30), (52, 31), (96, 31), (59, 33)]","[0, 2, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 20, 21, 23, 25, 27, 28, 29]",1.9518017768859863,320.40522861480713
163,"[(0, 22), (1, 25), (3, 25), (4, 25), (6, 25), (7, 25), (9, 25), (11, 25), (12, 25), (13, 25), (14, 25), (15, 25), (16, 25), (17, 25), (21, 25), (22, 25), (23, 25), (24, 25), (25, 25), (26, 25), (27, 25), (28, 25), (29, 25), (30, 25), (31, 25), (32, 25), (33, 25), (34, 25), (36, 25), (37, 25), (38, 25), (39, 25), (40, 25), (41, 25), (42, 25), (43, 25), (44, 25), (49, 25), (50, 25), (51, 25), (52, 25), (54, 25), (57, 25), (59, 25), (61, 25), (62, 25), (64, 25), (67, 25), (68, 25), (70, 25), (71, 25), (72, 25), (73, 25), (74, 25), (78, 25), (79, 25), (80, 25), (81, 25), (82, 25), (83, 25), (84, 25), (85, 25), (86, 25), (87, 25), (89, 25), (90, 25), (91, 25), (93, 25), (94, 25), (95, 25), (97, 25), (99, 25), (47, 26), (10, 27), (20, 27), (65, 27), (75, 27), (92, 27), (5, 28), (19, 28), (35, 28), (60, 28), (77, 28), (45, 29), (56, 29), (63, 29), (88, 29), (96, 29), (2, 30), (8, 30), (53, 30), (55, 30), (69, 30), (98, 30), (58, 31), (66, 31), (76, 31), (18, 32), (46, 32), (48, 34)]","[0, 1, 3, 4, 6, 7, 9, 11, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 26]",1.955768346786499,322.3609969615936
164,"[(0, 22), (1, 25), (2, 25), (3, 25), (4, 25), (5, 25), (6, 25), (7, 25), (9, 25), (10, 25), (11, 25), (12, 25), (13, 25), (14, 25), (15, 25), (16, 25), (17, 25), (18, 25), (20, 25), (21, 25), (22, 25), (24, 25), (25, 25), (27, 25), (28, 25), (30, 25), (31, 25), (33, 25), (37, 25), (38, 25), (39, 25), (40, 25), (41, 25), (43, 25), (44, 25), (45, 25), (47, 25), (48, 25), (49, 25), (50, 25), (51, 25), (52, 25), (53, 25), (55, 25), (56, 25), (58, 25), (59, 25), (60, 25), (61, 25), (62, 25), (63, 25), (64, 25), (65, 25), (66, 25), (68, 25), (70, 25), (71, 25), (72, 25), (75, 25), (76, 25), (77, 25), (78, 25), (79, 25), (80, 25), (83, 25), (84, 25), (85, 25), (86, 25), (88, 25), (89, 25), (90, 25), (91, 25), (93, 25), (96, 25), (97, 25), (98, 25), (99, 25), (54, 26), (57, 26), (46, 27), (87, 27), (94, 27), (29, 28), (32, 28), (34, 28), (36, 28), (95, 28), (26, 29), (35, 29), (69, 29), (74, 29), (82, 29), (8, 31), (19, 31), (73, 31), (67, 32), (23, 33), (92, 33), (81, 34), (42, 35)]","[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21]",1.9447758197784424,324.30577278137207
165,"[(0, 22), (1, 25), (2, 25), (3, 25), (4, 25), (5, 25), (6, 25), (7, 25), (8, 25), (9, 25), (10, 25), (11, 25), (12, 25), (14, 25), (15, 25), (16, 25), (17, 25), (18, 25), (19, 25), (20, 25), (22, 25), (23, 25), (24, 25), (25, 25), (26, 25), (28, 25), (29, 25), (30, 25), (31, 25), (32, 25), (33, 25), (36, 25), (37, 25), (38, 25), (39, 25), (40, 25), (41, 25), (42, 25), (43, 25), (44, 25), (45, 25), (47, 25), (48, 25), (49, 25), (50, 25), (52, 25), (53, 25), (54, 25), (55, 25), (56, 25), (57, 25), (59, 25), (60, 25), (61, 25), (65, 25), (67, 25), (68, 25), (69, 25), (70, 25), (73, 25), (74, 25), (77, 25), (81, 25), (82, 25), (83, 25), (84, 25), (86, 25), (87, 25), (88, 25), (89, 25), (90, 25), (91, 25), (92, 25), (93, 25), (96, 25), (97, 25), (98, 25), (99, 25), (78, 26), (13, 27), (79, 27), (51, 28), (62, 28), (75, 28), (76, 28), (85, 28), (21, 29), (46, 29), (58, 29), (63, 29), (66, 29), (72, 29), (80, 29), (94, 29), (95, 29), (27, 30), (34, 30), (71, 30), (35, 33), (64, 34)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20]",1.9488093852996826,326.2555797100067
166,"[(2, 25), (3, 25), (4, 25), (5, 25), (6, 25), (8, 25), (10, 25), (12, 25), (14, 25), (16, 25), (17, 25), (18, 25), (19, 25), (20, 25), (21, 25), (22, 25), (23, 25), (24, 25), (25, 25), (28, 25), (29, 25), (30, 25), (32, 25), (33, 25), (35, 25), (36, 25), (37, 25), (38, 25), (39, 25), (41, 25), (43, 25), (44, 25), (45, 25), (46, 25), (48, 25), (49, 25), (51, 25), (52, 25), (53, 25), (54, 25), (56, 25), (57, 25), (59, 25), (62, 25), (64, 25), (66, 25), (68, 25), (69, 25), (70, 25), (71, 25), (72, 25), (74, 25), (75, 25), (76, 25), (77, 25), (79, 25), (81, 25), (82, 25), (83, 25), (84, 25), (85, 25), (87, 25), (88, 25), (89, 25), (90, 25), (91, 25), (92, 25), (93, 25), (94, 25), (95, 25), (96, 25), (97, 25), (98, 25), (99, 25), (65, 26), (86, 26), (13, 27), (15, 27), (34, 27), (58, 27), (67, 27), (78, 27), (0, 28), (11, 28), (26, 28), (40, 28), (50, 28), (55, 28), (63, 28), (73, 28), (80, 29), (27, 30), (47, 30), (1, 31), (7, 31), (9, 31), (31, 31), (60, 31), (42, 32), (61, 32)]","[2, 3, 4, 5, 6, 8, 10, 12, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 28]",1.955768346786499,328.2113480567932
167,"[(1, 25), (2, 25), (3, 25), (5, 25), (6, 25), (7, 25), (8, 25), (9, 25), (10, 25), (11, 25), (12, 25), (14, 25), (16, 25), (19, 25), (20, 25), (21, 25), (22, 25), (23, 25), (24, 25), (25, 25), (28, 25), (30, 25), (31, 25), (32, 25), (33, 25), (34, 25), (35, 25), (36, 25), (37, 25), (38, 25), (40, 25), (43, 25), (44, 25), (45, 25), (46, 25), (47, 25), (49, 25), (50, 25), (52, 25), (53, 25), (54, 25), (55, 25), (56, 25), (58, 25), (59, 25), (60, 25), (61, 25), (62, 25), (63, 25), (64, 25), (65, 25), (66, 25), (67, 25), (68, 25), (69, 25), (70, 25), (73, 25), (74, 25), (76, 25), (77, 25), (78, 25), (79, 25), (80, 25), (81, 25), (82, 25), (84, 25), (86, 25), (87, 25), (90, 25), (91, 25), (92, 25), (93, 25), (94, 25), (95, 25), (96, 25), (98, 25), (99, 25), (0, 26), (15, 26), (75, 26), (4, 27), (26, 27), (48, 27), (85, 27), (17, 28), (41, 28), (71, 28), (72, 28), (39, 29), (88, 29), (13, 30), (27, 30), (57, 30), (83, 30), (29, 31), (18, 32), (51, 32), (89, 32), (42, 33), (97, 34)]","[1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 19, 20, 21, 22, 23, 24, 25]",1.95277738571167,330.1641254425049
168,"[(0, 25), (1, 25), (2, 25), (3, 25), (4, 25), (5, 25), (6, 25), (7, 25), (8, 25), (9, 25), (10, 25), (11, 25), (12, 25), (13, 25), (14, 25), (15, 25), (17, 25), (18, 25), (19, 25), (20, 25), (21, 25), (22, 25), (23, 25), (25, 25), (26, 25), (27, 25), (28, 25), (29, 25), (30, 25), (32, 25), (33, 25), (35, 25), (36, 25), (37, 25), (38, 25), (39, 25), (40, 25), (41, 25), (42, 25), (43, 25), (44, 25), (45, 25), (46, 25), (47, 25), (49, 25), (50, 25), (51, 25), (52, 25), (53, 25), (54, 25), (55, 25), (56, 25), (57, 25), (58, 25), (59, 25), (60, 25), (61, 25), (62, 25), (63, 25), (64, 25), (65, 25), (67, 25), (68, 25), (70, 25), (71, 25), (72, 25), (73, 25), (75, 25), (76, 25), (77, 25), (78, 25), (79, 25), (80, 25), (82, 25), (84, 25), (86, 25), (87, 25), (88, 25), (89, 25), (90, 25), (91, 25), (92, 25), (93, 25), (94, 25), (95, 25), (96, 25), (97, 25), (99, 25), (85, 26), (74, 28), (34, 29), (98, 29), (24, 30), (66, 30), (83, 30), (48, 32), (69, 32), (16, 33), (81, 33), (31, 34)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20]",1.950782299041748,332.11490774154663
169,"[(1, 25), (4, 25), (6, 25), (7, 25), (9, 25), (10, 25), (12, 25), (14, 25), (15, 25), (17, 25), (18, 25), (19, 25), (20, 25), (21, 25), (23, 25), (24, 25), (25, 25), (27, 25), (28, 25), (30, 25), (32, 25), (33, 25), (34, 25), (35, 25), (36, 25), (38, 25), (40, 25), (41, 25), (42, 25), (43, 25), (44, 25), (45, 25), (46, 25), (47, 25), (49, 25), (50, 25), (52, 25), (53, 25), (54, 25), (55, 25), (56, 25), (57, 25), (58, 25), (59, 25), (60, 25), (61, 25), (62, 25), (64, 25), (65, 25), (66, 25), (71, 25), (72, 25), (73, 25), (74, 25), (75, 25), (76, 25), (78, 25), (81, 25), (82, 25), (83, 25), (84, 25), (85, 25), (86, 25), (87, 25), (88, 25), (89, 25), (91, 25), (92, 25), (93, 25), (94, 25), (95, 25), (97, 25), (99, 25), (13, 26), (22, 26), (29, 26), (63, 26), (68, 26), (70, 26), (5, 27), (26, 27), (79, 27), (69, 28), (96, 28), (8, 29), (39, 29), (48, 29), (90, 29), (11, 30), (16, 30), (51, 30), (77, 30), (0, 31), (2, 31), (3, 31), (31, 31), (98, 31), (80, 32), (67, 33), (37, 34)]","[1, 4, 6, 7, 9, 10, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 25, 27, 28, 30]",1.9607548713684082,334.07566261291504
170,"[(1, 25), (4, 25), (5, 25), (7, 25), (8, 25), (11, 25), (12, 25), (13, 25), (14, 25), (15, 25), (16, 25), (17, 25), (18, 25), (20, 25), (24, 25), (25, 25), (26, 25), (28, 25), (29, 25), (30, 25), (31, 25), (32, 25), (34, 25), (35, 25), (36, 25), (37, 25), (38, 25), (39, 25), (40, 25), (42, 25), (43, 25), (44, 25), (45, 25), (47, 25), (48, 25), (49, 25), (50, 25), (51, 25), (52, 25), (53, 25), (54, 25), (56, 25), (57, 25), (60, 25), (61, 25), (62, 25), (64, 25), (65, 25), (66, 25), (67, 25), (69, 25), (70, 25), (71, 25), (72, 25), (74, 25), (76, 25), (77, 25), (78, 25), (79, 25), (80, 25), (81, 25), (82, 25), (84, 25), (87, 25), (89, 25), (90, 25), (91, 25), (92, 25), (93, 25), (94, 25), (95, 25), (97, 25), (98, 25), (99, 25), (6, 26), (59, 26), (0, 27), (21, 27), (22, 27), (33, 27), (58, 27), (73, 27), (85, 27), (19, 28), (46, 28), (55, 28), (96, 28), (2, 29), (10, 29), (27, 29), (75, 29), (86, 29), (3, 30), (83, 30), (88, 30), (9, 31), (63, 31), (68, 31), (23, 32), (41, 32)]","[1, 4, 5, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 20, 24, 25, 26, 28, 29, 30]",1.952782154083252,336.0284447669983
171,"[(0, 25), (1, 25), (2, 25), (4, 25), (5, 25), (9, 25), (10, 25), (11, 25), (13, 25), (14, 25), (15, 25), (16, 25), (17, 25), (18, 25), (19, 25), (20, 25), (21, 25), (22, 25), (23, 25), (25, 25), (26, 25), (27, 25), (28, 25), (30, 25), (31, 25), (32, 25), (33, 25), (34, 25), (35, 25), (37, 25), (38, 25), (39, 25), (40, 25), (41, 25), (42, 25), (44, 25), (45, 25), (46, 25), (49, 25), (50, 25), (51, 25), (52, 25), (54, 25), (55, 25), (57, 25), (59, 25), (61, 25), (62, 25), (64, 25), (65, 25), (66, 25), (67, 25), (68, 25), (69, 25), (70, 25), (71, 25), (72, 25), (74, 25), (77, 25), (78, 25), (79, 25), (81, 25), (82, 25), (83, 25), (84, 25), (87, 25), (88, 25), (89, 25), (90, 25), (92, 25), (93, 25), (94, 25), (96, 25), (99, 25), (56, 26), (29, 27), (36, 27), (53, 27), (60, 27), (85, 27), (7, 28), (43, 28), (75, 28), (76, 29), (80, 29), (91, 29), (97, 29), (8, 30), (12, 30), (24, 30), (48, 30), (63, 30), (73, 30), (98, 30), (3, 31), (6, 31), (58, 31), (86, 31), (95, 31), (47, 33)]","[0, 1, 2, 4, 5, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25]",1.9498071670532227,337.9792215824127
172,"[(0, 25), (1, 25), (2, 25), (3, 25), (4, 25), (5, 25), (8, 25), (9, 25), (10, 25), (11, 25), (12, 25), (14, 25), (15, 25), (16, 25), (17, 25), (18, 25), (19, 25), (20, 25), (21, 25), (22, 25), (23, 25), (24, 25), (25, 25), (26, 25), (27, 25), (28, 25), (29, 25), (31, 25), (32, 25), (33, 25), (35, 25), (36, 25), (37, 25), (39, 25), (40, 25), (41, 25), (42, 25), (44, 25), (46, 25), (47, 25), (48, 25), (49, 25), (50, 25), (51, 25), (52, 25), (53, 25), (54, 25), (55, 25), (57, 25), (58, 25), (59, 25), (60, 25), (61, 25), (62, 25), (64, 25), (65, 25), (66, 25), (67, 25), (68, 25), (69, 25), (70, 25), (71, 25), (75, 25), (76, 25), (77, 25), (78, 25), (80, 25), (82, 25), (85, 25), (86, 25), (87, 25), (90, 25), (91, 25), (92, 25), (93, 25), (95, 25), (97, 25), (98, 25), (99, 25), (63, 26), (30, 27), (34, 27), (45, 27), (56, 27), (94, 27), (73, 28), (83, 28), (84, 28), (89, 28), (96, 28), (79, 29), (7, 30), (72, 30), (6, 31), (13, 31), (38, 31), (43, 31), (74, 31), (81, 31), (88, 35)]","[0, 1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22]",1.9517810344696045,339.9310026168823
173,"[(97, 24), (2, 25), (3, 25), (4, 25), (5, 25), (6, 25), (7, 25), (8, 25), (9, 25), (11, 25), (12, 25), (13, 25), (14, 25), (16, 25), (17, 25), (18, 25), (19, 25), (20, 25), (22, 25), (23, 25), (24, 25), (27, 25), (28, 25), (29, 25), (30, 25), (31, 25), (32, 25), (35, 25), (36, 25), (38, 25), (39, 25), (41, 25), (42, 25), (43, 25), (44, 25), (45, 25), (46, 25), (47, 25), (48, 25), (49, 25), (51, 25), (53, 25), (54, 25), (55, 25), (56, 25), (57, 25), (58, 25), (59, 25), (60, 25), (61, 25), (62, 25), (63, 25), (65, 25), (67, 25), (68, 25), (69, 25), (70, 25), (72, 25), (73, 25), (74, 25), (75, 25), (76, 25), (77, 25), (78, 25), (79, 25), (81, 25), (83, 25), (84, 25), (85, 25), (86, 25), (87, 25), (88, 25), (89, 25), (90, 25), (91, 25), (92, 25), (93, 25), (95, 25), (96, 25), (98, 25), (99, 25), (10, 26), (52, 26), (26, 27), (40, 27), (94, 27), (15, 28), (33, 28), (34, 28), (37, 28), (0, 29), (66, 29), (71, 29), (80, 29), (82, 29), (1, 30), (50, 31), (25, 32), (21, 33), (64, 33)]","[97, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 20, 22, 23]",1.9477851390838623,341.87979221343994
174,"[(0, 24), (40, 24), (1, 25), (4, 25), (5, 25), (7, 25), (8, 25), (9, 25), (10, 25), (16, 25), (17, 25), (18, 25), (19, 25), (20, 25), (22, 25), (23, 25), (24, 25), (25, 25), (26, 25), (27, 25), (29, 25), (30, 25), (31, 25), (32, 25), (35, 25), (36, 25), (37, 25), (38, 25), (39, 25), (41, 25), (42, 25), (44, 25), (45, 25), (47, 25), (48, 25), (49, 25), (51, 25), (53, 25), (54, 25), (55, 25), (56, 25), (57, 25), (58, 25), (59, 25), (60, 25), (61, 25), (62, 25), (63, 25), (64, 25), (65, 25), (66, 25), (67, 25), (68, 25), (69, 25), (70, 25), (71, 25), (72, 25), (73, 25), (74, 25), (75, 25), (76, 25), (78, 25), (79, 25), (80, 25), (82, 25), (83, 25), (85, 25), (86, 25), (87, 25), (88, 25), (89, 25), (90, 25), (92, 25), (93, 25), (94, 25), (95, 25), (96, 25), (97, 25), (98, 25), (14, 26), (11, 27), (21, 27), (81, 27), (3, 28), (6, 28), (28, 28), (46, 28), (52, 28), (34, 29), (84, 29), (91, 29), (2, 30), (13, 30), (15, 31), (33, 31), (50, 31), (77, 31), (12, 32), (43, 32), (99, 33)]","[0, 40, 1, 4, 5, 7, 8, 9, 10, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27]",1.9497594833374023,343.82955169677734
175,"[(0, 24), (1, 24), (37, 24), (2, 25), (4, 25), (5, 25), (6, 25), (7, 25), (8, 25), (9, 25), (11, 25), (13, 25), (14, 25), (15, 25), (16, 25), (17, 25), (18, 25), (19, 25), (20, 25), (21, 25), (22, 25), (25, 25), (26, 25), (27, 25), (28, 25), (29, 25), (30, 25), (31, 25), (32, 25), (34, 25), (36, 25), (38, 25), (39, 25), (40, 25), (41, 25), (42, 25), (43, 25), (48, 25), (49, 25), (50, 25), (51, 25), (52, 25), (53, 25), (54, 25), (55, 25), (58, 25), (59, 25), (60, 25), (61, 25), (62, 25), (63, 25), (64, 25), (65, 25), (66, 25), (67, 25), (68, 25), (69, 25), (70, 25), (71, 25), (72, 25), (73, 25), (75, 25), (76, 25), (78, 25), (79, 25), (81, 25), (82, 25), (84, 25), (86, 25), (87, 25), (88, 25), (89, 25), (90, 25), (91, 25), (93, 25), (94, 25), (96, 25), (97, 25), (98, 25), (99, 25), (10, 26), (23, 26), (33, 27), (47, 27), (85, 27), (12, 28), (35, 28), (57, 28), (74, 28), (83, 28), (44, 29), (92, 29), (56, 30), (80, 30), (3, 31), (46, 31), (95, 31), (45, 32), (24, 33), (77, 34)]","[0, 1, 37, 2, 4, 5, 6, 7, 8, 9, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21]",1.9557998180389404,345.7853515148163
176,"[(0, 24), (1, 24), (2, 24), (34, 24), (56, 24), (58, 24), (4, 25), (5, 25), (6, 25), (7, 25), (8, 25), (9, 25), (10, 25), (11, 25), (13, 25), (14, 25), (15, 25), (17, 25), (18, 25), (19, 25), (20, 25), (21, 25), (24, 25), (25, 25), (26, 25), (28, 25), (31, 25), (32, 25), (33, 25), (35, 25), (36, 25), (37, 25), (38, 25), (39, 25), (40, 25), (42, 25), (43, 25), (44, 25), (45, 25), (46, 25), (47, 25), (48, 25), (49, 25), (50, 25), (51, 25), (52, 25), (57, 25), (59, 25), (60, 25), (61, 25), (62, 25), (65, 25), (66, 25), (67, 25), (68, 25), (70, 25), (71, 25), (72, 25), (73, 25), (74, 25), (75, 25), (76, 25), (77, 25), (78, 25), (79, 25), (80, 25), (81, 25), (82, 25), (84, 25), (85, 25), (86, 25), (87, 25), (89, 25), (90, 25), (91, 25), (92, 25), (93, 25), (94, 25), (95, 25), (96, 25), (98, 25), (55, 26), (88, 26), (12, 27), (16, 27), (27, 27), (54, 27), (64, 27), (23, 28), (63, 28), (41, 29), (97, 29), (99, 29), (29, 30), (30, 30), (53, 31), (83, 31), (3, 32), (22, 32), (69, 32)]","[0, 1, 2, 34, 56, 58, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19]",1.9567978382110596,347.74311447143555
177,"[(6, 23), (0, 24), (2, 24), (3, 24), (5, 24), (35, 24), (67, 24), (71, 24), (76, 24), (86, 24), (4, 25), (7, 25), (8, 25), (9, 25), (10, 25), (12, 25), (13, 25), (14, 25), (16, 25), (17, 25), (18, 25), (19, 25), (20, 25), (22, 25), (24, 25), (25, 25), (26, 25), (27, 25), (30, 25), (31, 25), (32, 25), (33, 25), (34, 25), (36, 25), (38, 25), (39, 25), (40, 25), (41, 25), (42, 25), (43, 25), (44, 25), (45, 25), (46, 25), (47, 25), (49, 25), (50, 25), (51, 25), (52, 25), (53, 25), (55, 25), (56, 25), (57, 25), (58, 25), (60, 25), (61, 25), (62, 25), (63, 25), (64, 25), (65, 25), (66, 25), (69, 25), (73, 25), (74, 25), (75, 25), (78, 25), (80, 25), (81, 25), (82, 25), (83, 25), (84, 25), (87, 25), (88, 25), (89, 25), (90, 25), (91, 25), (94, 25), (95, 25), (96, 25), (97, 25), (98, 25), (99, 25), (1, 26), (28, 26), (48, 26), (79, 27), (11, 28), (21, 28), (37, 28), (54, 28), (68, 28), (92, 28), (23, 30), (29, 30), (59, 30), (72, 30), (77, 30), (85, 30), (15, 31), (70, 31), (93, 32)]","[6, 0, 2, 3, 5, 35, 67, 71, 76, 86, 4, 7, 8, 9, 10, 12, 13, 14, 16, 17]",1.9567980766296387,349.70087814331055
178,"[(0, 23), (3, 24), (6, 24), (7, 24), (8, 24), (22, 24), (23, 24), (27, 24), (28, 24), (35, 24), (42, 24), (46, 24), (50, 24), (53, 24), (85, 24), (92, 24), (98, 24), (2, 25), (10, 25), (11, 25), (12, 25), (13, 25), (14, 25), (15, 25), (16, 25), (17, 25), (18, 25), (19, 25), (25, 25), (26, 25), (29, 25), (30, 25), (31, 25), (34, 25), (41, 25), (43, 25), (44, 25), (45, 25), (47, 25), (49, 25), (56, 25), (57, 25), (58, 25), (59, 25), (60, 25), (61, 25), (62, 25), (63, 25), (64, 25), (65, 25), (66, 25), (67, 25), (68, 25), (70, 25), (71, 25), (72, 25), (73, 25), (74, 25), (76, 25), (78, 25), (80, 25), (81, 25), (82, 25), (84, 25), (86, 25), (88, 25), (89, 25), (90, 25), (93, 25), (94, 25), (95, 25), (96, 25), (99, 25), (24, 26), (69, 26), (20, 27), (38, 27), (40, 27), (52, 27), (9, 28), (37, 28), (51, 28), (55, 28), (77, 28), (83, 28), (91, 28), (97, 28), (54, 29), (75, 29), (4, 30), (5, 30), (36, 30), (39, 30), (79, 30), (33, 31), (48, 31), (87, 31), (21, 33), (32, 33), (1, 34)]","[0, 3, 6, 7, 8, 22, 23, 27, 28, 35, 42, 46, 50, 53, 85, 92, 98, 2, 10, 11]",1.948777437210083,351.64965558052063
