Generation,Ranking,BOBs,Time for Generation,Time since Initiation
21,"[(0, 29), (1, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (10, 29), (12, 29), (14, 29), (15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (27, 29), (28, 29), (29, 29), (30, 29), (32, 29), (33, 29), (34, 29), (35, 29), (36, 29), (37, 29), (38, 29), (39, 29), (40, 29), (41, 29), (42, 29), (44, 29), (45, 29), (46, 29), (47, 29), (49, 29), (51, 29), (52, 29), (53, 29), (54, 29), (55, 29), (56, 29), (58, 29), (59, 29), (60, 29), (61, 29), (62, 29), (63, 29), (64, 29), (65, 29), (66, 29), (67, 29), (68, 29), (69, 29), (71, 29), (72, 29), (74, 29), (75, 29), (76, 29), (77, 29), (79, 29), (80, 29), (81, 29), (82, 29), (83, 29), (84, 29), (85, 29), (87, 29), (88, 29), (89, 29), (90, 29), (91, 29), (92, 29), (93, 29), (94, 29), (95, 29), (96, 29), (97, 29), (98, 29), (99, 29), (11, 970), (13, 970), (20, 970), (21, 970), (31, 970), (43, 970), (50, 970), (57, 970), (70, 970), (73, 970), (78, 970), (86, 970), (48, 971)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 22, 23]",2.420309066772461,38.77353286743164
22,"[(0, 29), (1, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (10, 29), (11, 29), (12, 29), (14, 29), (15, 29), (16, 29), (17, 29), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (27, 29), (28, 29), (29, 29), (30, 29), (31, 29), (32, 29), (33, 29), (34, 29), (35, 29), (37, 29), (38, 29), (39, 29), (40, 29), (41, 29), (42, 29), (43, 29), (44, 29), (45, 29), (46, 29), (48, 29), (49, 29), (50, 29), (51, 29), (52, 29), (53, 29), (54, 29), (56, 29), (58, 29), (59, 29), (60, 29), (63, 29), (64, 29), (65, 29), (66, 29), (67, 29), (69, 29), (70, 29), (71, 29), (72, 29), (74, 29), (75, 29), (77, 29), (78, 29), (79, 29), (80, 29), (81, 29), (82, 29), (83, 29), (84, 29), (85, 29), (86, 29), (88, 29), (89, 29), (90, 29), (91, 29), (93, 29), (94, 29), (95, 29), (96, 29), (97, 29), (98, 29), (99, 29), (61, 968), (76, 969), (18, 970), (36, 970), (47, 970), (68, 970), (87, 970), (92, 970), (57, 971), (62, 971), (73, 971), (13, 972), (55, 972)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20, 21]",2.4106674194335938,41.184200286865234
23,"[(0, 29), (2, 29), (3, 29), (4, 29), (5, 29), (7, 29), (8, 29), (9, 29), (10, 29), (13, 29), (14, 29), (15, 29), (17, 29), (18, 29), (19, 29), (20, 29), (21, 29), (22, 29), (24, 29), (25, 29), (26, 29), (27, 29), (28, 29), (29, 29), (30, 29), (31, 29), (32, 29), (33, 29), (35, 29), (36, 29), (37, 29), (39, 29), (40, 29), (41, 29), (42, 29), (43, 29), (45, 29), (46, 29), (47, 29), (48, 29), (49, 29), (50, 29), (51, 29), (52, 29), (53, 29), (54, 29), (57, 29), (58, 29), (59, 29), (60, 29), (61, 29), (62, 29), (63, 29), (64, 29), (65, 29), (66, 29), (67, 29), (68, 29), (69, 29), (70, 29), (71, 29), (72, 29), (73, 29), (75, 29), (76, 29), (77, 29), (78, 29), (79, 29), (80, 29), (81, 29), (82, 29), (83, 29), (84, 29), (85, 29), (86, 29), (87, 29), (88, 29), (89, 29), (90, 29), (91, 29), (93, 29), (94, 29), (95, 29), (96, 29), (97, 29), (99, 29), (38, 969), (1, 970), (6, 970), (12, 970), (16, 970), (23, 970), (55, 970), (74, 970), (92, 970), (98, 970), (11, 971), (34, 971), (44, 971), (56, 971)]","[0, 2, 3, 4, 5, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 20, 21, 22, 24, 25]",2.393115282058716,43.57829284667969
24,"[(0, 29), (1, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (10, 29), (11, 29), (12, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (27, 29), (28, 29), (29, 29), (30, 29), (31, 29), (33, 29), (34, 29), (35, 29), (36, 29), (38, 29), (39, 29), (40, 29), (41, 29), (42, 29), (44, 29), (45, 29), (48, 29), (49, 29), (50, 29), (51, 29), (52, 29), (54, 29), (55, 29), (56, 29), (57, 29), (58, 29), (59, 29), (60, 29), (61, 29), (63, 29), (64, 29), (66, 29), (67, 29), (68, 29), (69, 29), (70, 29), (71, 29), (72, 29), (73, 29), (76, 29), (77, 29), (78, 29), (79, 29), (81, 29), (82, 29), (83, 29), (84, 29), (85, 29), (86, 29), (87, 29), (89, 29), (90, 29), (91, 29), (93, 29), (94, 29), (95, 29), (96, 29), (97, 29), (98, 29), (99, 29), (32, 970), (37, 970), (46, 970), (47, 970), (53, 970), (62, 970), (74, 970), (75, 970), (80, 970), (88, 970), (92, 970), (43, 971), (65, 971)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",2.4202749729156494,45.99954891204834
25,"[(0, 29), (1, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (10, 29), (11, 29), (12, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (27, 29), (28, 29), (29, 29), (30, 29), (31, 29), (32, 29), (34, 29), (35, 29), (36, 29), (37, 29), (38, 29), (39, 29), (40, 29), (41, 29), (42, 29), (43, 29), (44, 29), (45, 29), (46, 29), (47, 29), (48, 29), (49, 29), (50, 29), (52, 29), (53, 29), (54, 29), (56, 29), (57, 29), (58, 29), (59, 29), (60, 29), (61, 29), (62, 29), (63, 29), (64, 29), (65, 29), (66, 29), (69, 29), (71, 29), (72, 29), (73, 29), (74, 29), (76, 29), (77, 29), (78, 29), (79, 29), (80, 29), (81, 29), (84, 29), (85, 29), (87, 29), (88, 29), (90, 29), (91, 29), (92, 29), (95, 29), (98, 29), (99, 29), (83, 969), (33, 970), (51, 970), (70, 970), (82, 970), (86, 970), (93, 970), (97, 970), (55, 971), (67, 971), (75, 971), (94, 971), (96, 971), (68, 972), (89, 972)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",2.4520671367645264,48.45259141921997
26,"[(1, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (8, 29), (9, 29), (10, 29), (11, 29), (12, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (27, 29), (30, 29), (31, 29), (32, 29), (33, 29), (34, 29), (35, 29), (38, 29), (39, 29), (41, 29), (43, 29), (44, 29), (45, 29), (46, 29), (47, 29), (48, 29), (50, 29), (51, 29), (52, 29), (53, 29), (54, 29), (56, 29), (58, 29), (59, 29), (60, 29), (61, 29), (62, 29), (63, 29), (64, 29), (65, 29), (66, 29), (67, 29), (69, 29), (70, 29), (71, 29), (72, 29), (73, 29), (74, 29), (75, 29), (76, 29), (77, 29), (79, 29), (80, 29), (81, 29), (82, 29), (83, 29), (84, 29), (85, 29), (86, 29), (88, 29), (90, 29), (91, 29), (92, 29), (93, 29), (94, 29), (95, 29), (97, 29), (98, 29), (99, 29), (7, 969), (42, 969), (89, 969), (0, 970), (28, 970), (29, 970), (37, 970), (40, 970), (49, 970), (55, 970), (57, 970), (78, 970), (96, 970), (36, 971), (68, 971), (87, 971)]","[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",2.382317304611206,50.83490872383118
27,"[(0, 29), (1, 29), (2, 29), (3, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (11, 29), (12, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (27, 29), (28, 29), (29, 29), (30, 29), (31, 29), (32, 29), (33, 29), (34, 29), (35, 29), (36, 29), (37, 29), (38, 29), (39, 29), (40, 29), (41, 29), (42, 29), (43, 29), (45, 29), (46, 29), (48, 29), (50, 29), (51, 29), (52, 29), (53, 29), (54, 29), (55, 29), (56, 29), (57, 29), (58, 29), (59, 29), (60, 29), (61, 29), (63, 29), (64, 29), (65, 29), (66, 29), (67, 29), (69, 29), (70, 29), (71, 29), (72, 29), (73, 29), (74, 29), (75, 29), (76, 29), (78, 29), (79, 29), (80, 29), (81, 29), (82, 29), (83, 29), (84, 29), (86, 29), (87, 29), (88, 29), (89, 29), (90, 29), (91, 29), (92, 29), (93, 29), (94, 29), (95, 29), (96, 29), (97, 29), (98, 29), (47, 969), (10, 970), (18, 970), (44, 970), (49, 970), (62, 970), (68, 970), (77, 970), (85, 970), (99, 970), (4, 971)]","[0, 1, 2, 3, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22]",2.4449174404144287,53.279826164245605
28,"[(0, 29), (1, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (7, 29), (10, 29), (11, 29), (12, 29), (13, 29), (14, 29), (15, 29), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (27, 29), (28, 29), (29, 29), (31, 29), (32, 29), (33, 29), (34, 29), (35, 29), (36, 29), (37, 29), (39, 29), (41, 29), (42, 29), (43, 29), (44, 29), (45, 29), (46, 29), (47, 29), (48, 29), (49, 29), (50, 29), (51, 29), (52, 29), (53, 29), (54, 29), (55, 29), (56, 29), (57, 29), (58, 29), (59, 29), (60, 29), (61, 29), (62, 29), (63, 29), (64, 29), (65, 29), (66, 29), (67, 29), (68, 29), (69, 29), (70, 29), (71, 29), (72, 29), (73, 29), (74, 29), (75, 29), (76, 29), (78, 29), (79, 29), (81, 29), (82, 29), (83, 29), (84, 29), (85, 29), (86, 29), (87, 29), (88, 29), (89, 29), (90, 29), (91, 29), (92, 29), (93, 29), (94, 29), (95, 29), (96, 29), (97, 29), (98, 29), (99, 29), (8, 970), (9, 970), (16, 970), (17, 970), (18, 970), (26, 970), (30, 970), (77, 970), (80, 970), (38, 971), (40, 971)]","[0, 1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23, 24]",2.414501190185547,55.69432735443115
29,"[(0, 29), (1, 29), (2, 29), (4, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (11, 29), (12, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (18, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (28, 29), (29, 29), (30, 29), (31, 29), (33, 29), (34, 29), (35, 29), (36, 29), (39, 29), (40, 29), (41, 29), (42, 29), (43, 29), (44, 29), (45, 29), (47, 29), (48, 29), (49, 29), (50, 29), (51, 29), (53, 29), (54, 29), (55, 29), (56, 29), (57, 29), (59, 29), (60, 29), (61, 29), (62, 29), (63, 29), (64, 29), (66, 29), (67, 29), (71, 29), (73, 29), (75, 29), (77, 29), (79, 29), (80, 29), (81, 29), (82, 29), (83, 29), (84, 29), (85, 29), (86, 29), (87, 29), (88, 29), (89, 29), (90, 29), (94, 29), (95, 29), (97, 29), (98, 29), (99, 29), (52, 968), (10, 969), (72, 969), (76, 969), (93, 969), (3, 970), (19, 970), (27, 970), (32, 970), (37, 970), (38, 970), (46, 970), (58, 970), (65, 970), (68, 970), (70, 970), (74, 970), (91, 970), (92, 970), (96, 970), (78, 971), (69, 972)]","[0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22]",2.3075525760650635,58.001879930496216
30,"[(0, 29), (1, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (10, 29), (11, 29), (12, 29), (13, 29), (14, 29), (15, 29), (16, 29), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (27, 29), (28, 29), (29, 29), (30, 29), (31, 29), (32, 29), (33, 29), (34, 29), (35, 29), (36, 29), (38, 29), (39, 29), (40, 29), (41, 29), (42, 29), (43, 29), (45, 29), (46, 29), (48, 29), (49, 29), (50, 29), (51, 29), (52, 29), (53, 29), (54, 29), (55, 29), (56, 29), (57, 29), (58, 29), (59, 29), (60, 29), (61, 29), (63, 29), (64, 29), (65, 29), (67, 29), (68, 29), (69, 29), (70, 29), (71, 29), (72, 29), (73, 29), (75, 29), (76, 29), (77, 29), (78, 29), (81, 29), (82, 29), (83, 29), (84, 29), (85, 29), (87, 29), (88, 29), (89, 29), (91, 29), (92, 29), (93, 29), (94, 29), (95, 29), (96, 29), (97, 29), (98, 29), (99, 29), (44, 968), (18, 969), (47, 969), (66, 969), (37, 970), (62, 970), (74, 970), (79, 970), (80, 970), (86, 970), (17, 971), (90, 971)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21]",2.4323554039001465,60.43423533439636
31,"[(0, 29), (1, 29), (2, 29), (4, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (12, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (29, 29), (30, 29), (31, 29), (32, 29), (33, 29), (36, 29), (37, 29), (38, 29), (40, 29), (41, 29), (44, 29), (45, 29), (46, 29), (47, 29), (48, 29), (49, 29), (50, 29), (51, 29), (53, 29), (54, 29), (55, 29), (56, 29), (57, 29), (58, 29), (59, 29), (60, 29), (62, 29), (64, 29), (65, 29), (67, 29), (68, 29), (69, 29), (70, 29), (71, 29), (72, 29), (73, 29), (75, 29), (76, 29), (78, 29), (79, 29), (80, 29), (81, 29), (82, 29), (83, 29), (84, 29), (85, 29), (87, 29), (88, 29), (89, 29), (91, 29), (92, 29), (93, 29), (94, 29), (96, 29), (97, 29), (99, 968), (43, 969), (3, 970), (10, 970), (11, 970), (27, 970), (28, 970), (34, 970), (39, 970), (42, 970), (61, 970), (63, 970), (66, 970), (74, 970), (77, 970), (86, 970), (90, 970), (98, 970), (35, 971), (52, 971), (95, 971)]","[0, 1, 2, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",2.411464214324951,62.846675157547
32,"[(0, 29), (1, 29), (2, 29), (3, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (10, 29), (11, 29), (12, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (21, 29), (22, 29), (24, 29), (25, 29), (26, 29), (27, 29), (28, 29), (29, 29), (30, 29), (31, 29), (32, 29), (34, 29), (35, 29), (37, 29), (38, 29), (39, 29), (40, 29), (41, 29), (42, 29), (43, 29), (44, 29), (45, 29), (46, 29), (47, 29), (48, 29), (49, 29), (50, 29), (51, 29), (52, 29), (53, 29), (54, 29), (55, 29), (56, 29), (57, 29), (58, 29), (59, 29), (60, 29), (61, 29), (62, 29), (63, 29), (65, 29), (66, 29), (67, 29), (68, 29), (70, 29), (71, 29), (72, 29), (73, 29), (74, 29), (75, 29), (76, 29), (77, 29), (78, 29), (79, 29), (80, 29), (81, 29), (82, 29), (83, 29), (84, 29), (85, 29), (86, 29), (87, 29), (88, 29), (89, 29), (90, 29), (91, 29), (92, 29), (93, 29), (94, 29), (95, 29), (96, 29), (97, 29), (98, 29), (99, 29), (4, 970), (33, 970), (36, 970), (69, 970), (23, 971), (64, 971)]","[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",2.743647575378418,65.59032273292542
33,"[(0, 29), (1, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (10, 29), (11, 29), (12, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (25, 29), (26, 29), (27, 29), (28, 29), (29, 29), (30, 29), (32, 29), (33, 29), (35, 29), (37, 29), (38, 29), (39, 29), (40, 29), (41, 29), (42, 29), (43, 29), (44, 29), (45, 29), (46, 29), (47, 29), (48, 29), (49, 29), (50, 29), (51, 29), (52, 29), (53, 29), (54, 29), (55, 29), (56, 29), (57, 29), (58, 29), (59, 29), (60, 29), (61, 29), (62, 29), (63, 29), (64, 29), (65, 29), (66, 29), (67, 29), (68, 29), (69, 29), (70, 29), (73, 29), (74, 29), (75, 29), (77, 29), (78, 29), (79, 29), (80, 29), (81, 29), (83, 29), (84, 29), (85, 29), (86, 29), (87, 29), (89, 29), (90, 29), (91, 29), (92, 29), (94, 29), (96, 29), (97, 29), (99, 29), (24, 970), (31, 970), (34, 970), (36, 970), (71, 970), (76, 970), (82, 970), (88, 970), (93, 970), (95, 970), (72, 971), (98, 971)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",2.488646984100342,68.07994532585144
34,"[(1, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (10, 29), (14, 29), (15, 29), (16, 29), (17, 29), (20, 29), (21, 29), (23, 29), (24, 29), (25, 29), (26, 29), (27, 29), (28, 29), (29, 29), (30, 29), (31, 29), (32, 29), (33, 29), (34, 29), (35, 29), (36, 29), (37, 29), (38, 29), (39, 29), (40, 29), (41, 29), (42, 29), (43, 29), (45, 29), (47, 29), (49, 29), (50, 29), (51, 29), (53, 29), (54, 29), (55, 29), (56, 29), (57, 29), (58, 29), (59, 29), (60, 29), (61, 29), (62, 29), (65, 29), (66, 29), (67, 29), (68, 29), (69, 29), (70, 29), (71, 29), (72, 29), (73, 29), (74, 29), (76, 29), (77, 29), (78, 29), (79, 29), (80, 29), (81, 29), (83, 29), (84, 29), (85, 29), (86, 29), (87, 29), (88, 29), (89, 29), (90, 29), (92, 29), (93, 29), (94, 29), (95, 29), (96, 29), (97, 29), (98, 29), (99, 29), (11, 969), (44, 969), (0, 970), (12, 970), (18, 970), (19, 970), (22, 970), (46, 970), (52, 970), (63, 970), (75, 970), (82, 970), (91, 970), (13, 971), (48, 971), (64, 971)]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 20, 21, 23, 24, 25, 26]",2.4485249519348145,70.52847027778625
35,"[(0, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (10, 29), (11, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (27, 29), (28, 29), (29, 29), (30, 29), (31, 29), (33, 29), (34, 29), (35, 29), (36, 29), (37, 29), (38, 29), (40, 29), (41, 29), (42, 29), (43, 29), (45, 29), (46, 29), (47, 29), (48, 29), (49, 29), (50, 29), (51, 29), (52, 29), (53, 29), (54, 29), (55, 29), (56, 29), (59, 29), (60, 29), (61, 29), (62, 29), (63, 29), (64, 29), (65, 29), (66, 29), (68, 29), (69, 29), (70, 29), (71, 29), (72, 29), (73, 29), (74, 29), (75, 29), (76, 29), (77, 29), (78, 29), (79, 29), (80, 29), (81, 29), (82, 29), (83, 29), (84, 29), (85, 29), (87, 29), (88, 29), (90, 29), (92, 29), (94, 29), (95, 29), (96, 29), (97, 29), (98, 29), (99, 29), (32, 969), (91, 969), (1, 970), (12, 970), (21, 970), (39, 970), (44, 970), (57, 970), (58, 970), (67, 970), (89, 970), (93, 970), (86, 971)]","[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 22]",2.429827928543091,72.95927429199219
36,"[(0, 29), (1, 29), (2, 29), (5, 29), (6, 29), (8, 29), (9, 29), (10, 29), (11, 29), (12, 29), (13, 29), (15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (21, 29), (23, 29), (24, 29), (25, 29), (26, 29), (27, 29), (29, 29), (30, 29), (31, 29), (32, 29), (33, 29), (34, 29), (35, 29), (36, 29), (38, 29), (40, 29), (41, 29), (42, 29), (43, 29), (44, 29), (45, 29), (46, 29), (47, 29), (48, 29), (49, 29), (50, 29), (51, 29), (52, 29), (53, 29), (54, 29), (55, 29), (56, 29), (58, 29), (59, 29), (60, 29), (61, 29), (62, 29), (64, 29), (65, 29), (66, 29), (67, 29), (68, 29), (69, 29), (70, 29), (71, 29), (72, 29), (73, 29), (74, 29), (75, 29), (76, 29), (77, 29), (78, 29), (79, 29), (80, 29), (81, 29), (82, 29), (84, 29), (85, 29), (86, 29), (87, 29), (88, 29), (89, 29), (90, 29), (91, 29), (92, 29), (93, 29), (94, 29), (95, 29), (97, 29), (99, 29), (28, 969), (39, 969), (3, 970), (4, 970), (7, 970), (14, 970), (57, 970), (63, 970), (83, 970), (96, 970), (98, 970), (22, 971), (37, 972)]","[0, 1, 2, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 23, 24]",2.505152702331543,75.46442699432373
37,"[(0, 29), (1, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (7, 29), (9, 29), (11, 29), (12, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (27, 29), (28, 29), (29, 29), (30, 29), (32, 29), (33, 29), (34, 29), (36, 29), (37, 29), (38, 29), (39, 29), (40, 29), (41, 29), (42, 29), (43, 29), (44, 29), (45, 29), (46, 29), (47, 29), (48, 29), (49, 29), (50, 29), (51, 29), (52, 29), (53, 29), (54, 29), (55, 29), (56, 29), (57, 29), (58, 29), (59, 29), (60, 29), (61, 29), (62, 29), (63, 29), (64, 29), (65, 29), (66, 29), (67, 29), (68, 29), (69, 29), (70, 29), (71, 29), (72, 29), (73, 29), (74, 29), (75, 29), (76, 29), (77, 29), (78, 29), (79, 29), (80, 29), (81, 29), (82, 29), (83, 29), (84, 29), (85, 29), (86, 29), (87, 29), (88, 29), (89, 29), (90, 29), (91, 29), (92, 29), (93, 29), (94, 29), (95, 29), (96, 29), (97, 29), (98, 29), (99, 29), (8, 969), (10, 970), (21, 970), (31, 970), (35, 970)]","[0, 1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22]",2.540472984313965,78.00587773323059
38,"[(0, 29), (1, 29), (2, 29), (3, 29), (4, 29), (6, 29), (7, 29), (8, 29), (9, 29), (10, 29), (12, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (18, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (27, 29), (29, 29), (30, 29), (31, 29), (32, 29), (33, 29), (34, 29), (35, 29), (38, 29), (39, 29), (40, 29), (41, 29), (42, 29), (43, 29), (45, 29), (49, 29), (50, 29), (52, 29), (53, 29), (54, 29), (56, 29), (57, 29), (58, 29), (59, 29), (61, 29), (63, 29), (64, 29), (65, 29), (66, 29), (67, 29), (68, 29), (69, 29), (70, 29), (71, 29), (72, 29), (73, 29), (74, 29), (75, 29), (76, 29), (78, 29), (79, 29), (81, 29), (82, 29), (83, 29), (84, 29), (85, 29), (86, 29), (87, 29), (88, 29), (89, 29), (90, 29), (91, 29), (93, 29), (94, 29), (95, 29), (96, 29), (97, 29), (98, 29), (99, 29), (19, 969), (47, 969), (11, 970), (36, 970), (46, 970), (51, 970), (60, 970), (62, 970), (77, 970), (80, 970), (5, 971), (28, 971), (37, 971), (44, 971), (48, 971), (55, 971), (92, 971)]","[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22]",2.3773105144500732,80.38318824768066
39,"[(0, 29), (1, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (10, 29), (11, 29), (12, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (20, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (27, 29), (28, 29), (29, 29), (30, 29), (31, 29), (32, 29), (33, 29), (35, 29), (36, 29), (37, 29), (38, 29), (39, 29), (40, 29), (41, 29), (43, 29), (44, 29), (45, 29), (46, 29), (47, 29), (48, 29), (49, 29), (50, 29), (51, 29), (52, 29), (53, 29), (54, 29), (55, 29), (56, 29), (57, 29), (59, 29), (60, 29), (61, 29), (62, 29), (63, 29), (64, 29), (65, 29), (66, 29), (67, 29), (69, 29), (70, 29), (72, 29), (73, 29), (74, 29), (75, 29), (76, 29), (77, 29), (78, 29), (79, 29), (80, 29), (81, 29), (82, 29), (84, 29), (85, 29), (86, 29), (87, 29), (88, 29), (89, 29), (90, 29), (91, 29), (93, 29), (94, 29), (95, 29), (96, 29), (97, 29), (98, 29), (99, 29), (92, 969), (18, 970), (19, 970), (21, 970), (34, 970), (42, 970), (71, 970), (58, 971), (68, 971), (83, 971)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 22]",2.4499144554138184,82.83407831192017
40,"[(0, 29), (1, 29), (2, 29), (4, 29), (5, 29), (6, 29), (8, 29), (10, 29), (11, 29), (12, 29), (14, 29), (15, 29), (17, 29), (18, 29), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (25, 29), (26, 29), (27, 29), (28, 29), (29, 29), (30, 29), (31, 29), (32, 29), (34, 29), (36, 29), (37, 29), (38, 29), (40, 29), (42, 29), (43, 29), (45, 29), (46, 29), (47, 29), (48, 29), (49, 29), (50, 29), (52, 29), (53, 29), (54, 29), (55, 29), (56, 29), (57, 29), (58, 29), (59, 29), (60, 29), (61, 29), (62, 29), (63, 29), (64, 29), (65, 29), (66, 29), (67, 29), (68, 29), (69, 29), (70, 29), (71, 29), (72, 29), (73, 29), (74, 29), (75, 29), (76, 29), (77, 29), (78, 29), (79, 29), (80, 29), (81, 29), (83, 29), (84, 29), (85, 29), (86, 29), (87, 29), (88, 29), (89, 29), (90, 29), (91, 29), (92, 29), (94, 29), (95, 29), (96, 29), (97, 29), (98, 29), (16, 969), (3, 970), (7, 970), (9, 970), (13, 970), (33, 970), (35, 970), (39, 970), (44, 970), (51, 970), (82, 970), (99, 970), (24, 971), (41, 971), (93, 971)]","[0, 1, 2, 4, 5, 6, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 22, 23, 25]",2.4164788722991943,85.25153303146362
